,index,zoom,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12
,113,18,148626,116432,148627,116432,148626,116433,148627,116433,148626,116434,148627,116434,148626,116435,148627,116435,148626,116436,148627,116436,148626,116437,148627,116437,
,114,18,148628,116432,148629,116432,148628,116433,148629,116433,148628,116434,148629,116434,148628,116435,148629,116435,148628,116436,148629,116436,148628,116437,148629,116437,
,115,18,148630,116432,148631,116432,148630,116433,148631,116433,148630,116434,148631,116434,148630,116435,148631,116435,148630,116436,148631,116436,148630,116437,148631,116437,
,116,18,148632,116432,148633,116432,148632,116433,148633,116433,148632,116434,148633,116434,148632,116435,148633,116435,148632,116436,148633,116436,148632,116437,148633,116437,
,117,18,148634,116432,148635,116432,148634,116433,148635,116433,148634,116434,148635,116434,148634,116435,148635,116435,148634,116436,148635,116436,148634,116437,148635,116437,
,118,18,148636,116432,148637,116432,148636,116433,148637,116433,148636,116434,148637,116434,148636,116435,148637,116435,148636,116436,148637,116436,148636,116437,148637,116437,
,119,18,148638,116432,148639,116432,148638,116433,148639,116433,148638,116434,148639,116434,148638,116435,148639,116435,148638,116436,148639,116436,148638,116437,148639,116437,
,120,18,148640,116432,148641,116432,148640,116433,148641,116433,148640,116434,148641,116434,148640,116435,148641,116435,148640,116436,148641,116436,148640,116437,148641,116437,
,121,18,148642,116432,148643,116432,148642,116433,148643,116433,148642,116434,148643,116434,148642,116435,148643,116435,148642,116436,148643,116436,148642,116437,148643,116437,
,122,18,148644,116432,148645,116432,148644,116433,148645,116433,148644,116434,148645,116434,148644,116435,148645,116435,148644,116436,148645,116436,148644,116437,148645,116437,
,123,18,148646,116432,148647,116432,148646,116433,148647,116433,148646,116434,148647,116434,148646,116435,148647,116435,148646,116436,148647,116436,148646,116437,148647,116437,
,124,18,148648,116432,148649,116432,148648,116433,148649,116433,148648,116434,148649,116434,148648,116435,148649,116435,148648,116436,148649,116436,148648,116437,148649,116437,
,125,18,148650,116432,148651,116432,148650,116433,148651,116433,148650,116434,148651,116434,148650,116435,148651,116435,148650,116436,148651,116436,148650,116437,148651,116437,
,126,18,148652,116432,148653,116432,148652,116433,148653,116433,148652,116434,148653,116434,148652,116435,148653,116435,148652,116436,148653,116436,148652,116437,148653,116437,
,127,18,148654,116432,148655,116432,148654,116433,148655,116433,148654,116434,148655,116434,148654,116435,148655,116435,148654,116436,148655,116436,148654,116437,148655,116437,
,128,18,148656,116432,148657,116432,148656,116433,148657,116433,148656,116434,148657,116434,148656,116435,148657,116435,148656,116436,148657,116436,148656,116437,148657,116437,
,129,18,148658,116432,148659,116432,148658,116433,148659,116433,148658,116434,148659,116434,148658,116435,148659,116435,148658,116436,148659,116436,148658,116437,148659,116437,
,130,18,148660,116432,148661,116432,148660,116433,148661,116433,148660,116434,148661,116434,148660,116435,148661,116435,148660,116436,148661,116436,148660,116437,148661,116437,
,131,18,148662,116432,148663,116432,148662,116433,148663,116433,148662,116434,148663,116434,148662,116435,148663,116435,148662,116436,148663,116436,148662,116437,148663,116437,
,132,18,148664,116432,148665,116432,148664,116433,148665,116433,148664,116434,148665,116434,148664,116435,148665,116435,148664,116436,148665,116436,148664,116437,148665,116437,
,133,18,148666,116432,148667,116432,148666,116433,148667,116433,148666,116434,148667,116434,148666,116435,148667,116435,148666,116436,148667,116436,148666,116437,148667,116437,
,134,18,148668,116432,148669,116432,148668,116433,148669,116433,148668,116434,148669,116434,148668,116435,148669,116435,148668,116436,148669,116436,148668,116437,148669,116437,
,135,18,148670,116432,148671,116432,148670,116433,148671,116433,148670,116434,148671,116434,148670,116435,148671,116435,148670,116436,148671,116436,148670,116437,148671,116437,
,136,18,148672,116432,148673,116432,148672,116433,148673,116433,148672,116434,148673,116434,148672,116435,148673,116435,148672,116436,148673,116436,148672,116437,148673,116437,
,137,18,148674,116432,148675,116432,148674,116433,148675,116433,148674,116434,148675,116434,148674,116435,148675,116435,148674,116436,148675,116436,148674,116437,148675,116437,
,138,18,148676,116432,148677,116432,148676,116433,148677,116433,148676,116434,148677,116434,148676,116435,148677,116435,148676,116436,148677,116436,148676,116437,148677,116437,
,139,18,148678,116432,148679,116432,148678,116433,148679,116433,148678,116434,148679,116434,148678,116435,148679,116435,148678,116436,148679,116436,148678,116437,148679,116437,
,140,18,148680,116432,148681,116432,148680,116433,148681,116433,148680,116434,148681,116434,148680,116435,148681,116435,148680,116436,148681,116436,148680,116437,148681,116437,
,141,18,148682,116432,148683,116432,148682,116433,148683,116433,148682,116434,148683,116434,148682,116435,148683,116435,148682,116436,148683,116436,148682,116437,148683,116437,
,142,18,148684,116432,148685,116432,148684,116433,148685,116433,148684,116434,148685,116434,148684,116435,148685,116435,148684,116436,148685,116436,148684,116437,148685,116437,
,143,18,148686,116432,148687,116432,148686,116433,148687,116433,148686,116434,148687,116434,148686,116435,148687,116435,148686,116436,148687,116436,148686,116437,148687,116437,
,144,18,148688,116432,148689,116432,148688,116433,148689,116433,148688,116434,148689,116434,148688,116435,148689,116435,148688,116436,148689,116436,148688,116437,148689,116437,
,145,18,148690,116432,148691,116432,148690,116433,148691,116433,148690,116434,148691,116434,148690,116435,148691,116435,148690,116436,148691,116436,148690,116437,148691,116437,
,146,18,148692,116432,148693,116432,148692,116433,148693,116433,148692,116434,148693,116434,148692,116435,148693,116435,148692,116436,148693,116436,148692,116437,148693,116437,
,147,18,148694,116432,148695,116432,148694,116433,148695,116433,148694,116434,148695,116434,148694,116435,148695,116435,148694,116436,148695,116436,148694,116437,148695,116437,
,148,18,148696,116432,148697,116432,148696,116433,148697,116433,148696,116434,148697,116434,148696,116435,148697,116435,148696,116436,148697,116436,148696,116437,148697,116437,
,149,18,148698,116432,148699,116432,148698,116433,148699,116433,148698,116434,148699,116434,148698,116435,148699,116435,148698,116436,148699,116436,148698,116437,148699,116437,
,150,18,148700,116432,148701,116432,148700,116433,148701,116433,148700,116434,148701,116434,148700,116435,148701,116435,148700,116436,148701,116436,148700,116437,148701,116437,
,151,18,148702,116432,148703,116432,148702,116433,148703,116433,148702,116434,148703,116434,148702,116435,148703,116435,148702,116436,148703,116436,148702,116437,148703,116437,
,152,18,148704,116432,148705,116432,148704,116433,148705,116433,148704,116434,148705,116434,148704,116435,148705,116435,148704,116436,148705,116436,148704,116437,148705,116437,
,153,18,148706,116432,148707,116432,148706,116433,148707,116433,148706,116434,148707,116434,148706,116435,148707,116435,148706,116436,148707,116436,148706,116437,148707,116437,
,154,18,148708,116432,148709,116432,148708,116433,148709,116433,148708,116434,148709,116434,148708,116435,148709,116435,148708,116436,148709,116436,148708,116437,148709,116437,
,155,18,148710,116432,148711,116432,148710,116433,148711,116433,148710,116434,148711,116434,148710,116435,148711,116435,148710,116436,148711,116436,148710,116437,148711,116437,
,156,18,148712,116432,148713,116432,148712,116433,148713,116433,148712,116434,148713,116434,148712,116435,148713,116435,148712,116436,148713,116436,148712,116437,148713,116437,
,157,18,148714,116432,148715,116432,148714,116433,148715,116433,148714,116434,148715,116434,148714,116435,148715,116435,148714,116436,148715,116436,148714,116437,148715,116437,
,158,18,148716,116432,148717,116432,148716,116433,148717,116433,148716,116434,148717,116434,148716,116435,148717,116435,148716,116436,148717,116436,148716,116437,148717,116437,
,159,18,148718,116432,148719,116432,148718,116433,148719,116433,148718,116434,148719,116434,148718,116435,148719,116435,148718,116436,148719,116436,148718,116437,148719,116437,
,160,18,148720,116432,148721,116432,148720,116433,148721,116433,148720,116434,148721,116434,148720,116435,148721,116435,148720,116436,148721,116436,148720,116437,148721,116437,
,161,18,148722,116432,148723,116432,148722,116433,148723,116433,148722,116434,148723,116434,148722,116435,148723,116435,148722,116436,148723,116436,148722,116437,148723,116437,
,162,18,148724,116432,148725,116432,148724,116433,148725,116433,148724,116434,148725,116434,148724,116435,148725,116435,148724,116436,148725,116436,148724,116437,148725,116437,
,163,18,148726,116432,148727,116432,148726,116433,148727,116433,148726,116434,148727,116434,148726,116435,148727,116435,148726,116436,148727,116436,148726,116437,148727,116437,
,164,18,148400,116438,148401,116438,148400,116439,148401,116439,148400,116440,148401,116440,148400,116441,148401,116441,148400,116442,148401,116442,148400,116443,148401,116443,
,165,18,148402,116438,148403,116438,148402,116439,148403,116439,148402,116440,148403,116440,148402,116441,148403,116441,148402,116442,148403,116442,148402,116443,148403,116443,
,166,18,148404,116438,148405,116438,148404,116439,148405,116439,148404,116440,148405,116440,148404,116441,148405,116441,148404,116442,148405,116442,148404,116443,148405,116443,
,167,18,148406,116438,148407,116438,148406,116439,148407,116439,148406,116440,148407,116440,148406,116441,148407,116441,148406,116442,148407,116442,148406,116443,148407,116443,
,168,18,148408,116438,148409,116438,148408,116439,148409,116439,148408,116440,148409,116440,148408,116441,148409,116441,148408,116442,148409,116442,148408,116443,148409,116443,
,169,18,148410,116438,148411,116438,148410,116439,148411,116439,148410,116440,148411,116440,148410,116441,148411,116441,148410,116442,148411,116442,148410,116443,148411,116443,
,170,18,148412,116438,148413,116438,148412,116439,148413,116439,148412,116440,148413,116440,148412,116441,148413,116441,148412,116442,148413,116442,148412,116443,148413,116443,
,171,18,148414,116438,148415,116438,148414,116439,148415,116439,148414,116440,148415,116440,148414,116441,148415,116441,148414,116442,148415,116442,148414,116443,148415,116443,
